Date,Rented Bike Count,Hour,Temperature,Humidity,Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-03-01,67,5,-6.4,47,2.4,1981,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,137,6,-6.7,48,2.4,1991,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,308,7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,670,8,-7.0,49,1.5,1971,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,342,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,213,10,-5.6,38,2.9,1752,-17.6,0.55,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,267,11,-4.5,36,3.2,1736,-17.3,0.77,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,297,12,-3.4,32,3.1,1706,-17.7,1.02,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,279,13,-2.2,31,2.3,1910,-17.0,1.13,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,270,14,-1.5,30,2.8,1903,-16.8,1.1,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,286,15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,299,16,-0.4,30,2.0,2000,-15.9,0.62,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,382,17,-1.9,35,1.8,2000,-15.3,0.25,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,637,18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,431,19,-3.7,41,2.0,2000,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,294,20,-3.9,44,2.5,2000,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,335,21,-4.3,47,2.8,1997,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,291,22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01,197,23,-5.9,54,0.8,1968,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,159,0,-6.3,54,1.4,1990,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,150,1,-6.9,56,2.3,1994,-14.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,123,2,-7.3,57,2.0,1978,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,57,3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,38,4,-7.5,55,1.3,1984,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,66,5,-7.6,49,1.3,2000,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,120,6,-7.6,47,2.3,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,302,7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,646,8,-8.6,55,0.6,1984,-16.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,340,9,-7.9,48,1.2,1926,-17.0,0.14,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,197,10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,264,11,-4.4,40,0.8,1671,-16.0,0.69,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,290,12,-2.9,33,0.9,1813,-16.9,0.92,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,284,13,-2.0,32,1.0,1864,-16.5,0.91,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,262,14,-0.8,32,1.4,1846,-15.4,0.78,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,281,15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,309,16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,397,17,-2.1,37,1.4,1591,-14.8,0.09,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,603,18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,417,19,-2.7,39,1.4,1616,-14.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,311,20,-2.8,39,1.7,1702,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,310,21,-3.1,41,2.0,1742,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,306,22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-04-01,221,23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,202,0,-4.7,52,1.8,1611,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,170,1,-5.1,51,1.5,1550,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,118,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,67,3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,47,4,-5.1,55,1.7,1266,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,75,5,-5.1,55,1.5,1452,-12.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,123,6,-5.1,54,1.3,1346,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,327,7,-5.3,53,1.1,1300,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,665,8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,354,9,-4.7,49,1.2,1550,-13.8,0.12,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,232,10,-3.3,50,1.3,1407,-12.2,0.4,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,308,11,-0.7,45,1.5,1429,-11.1,0.76,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,362,12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,312,13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,343,14,1.4,41,2.0,1003,-10.4,0.99,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,333,15,1.5,34,2.8,1776,-12.6,0.84,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,329,16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,446,17,-0.6,45,3.3,1827,-11.0,0.24,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,635,18,-1.8,44,2.2,1709,-12.4,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,443,19,-2.5,49,0.6,1436,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,322,20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,284,21,-3.5,53,0.9,1353,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,281,22,-3.8,53,1.3,1300,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-05-01,189,23,-3.6,50,1.9,1284,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,152,0,-6.6,39,1.6,1930,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,168,1,-6.5,45,0.5,1964,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,145,2,-6.4,40,0.9,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,77,3,-6.5,42,0.7,1996,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,47,4,-6.4,46,0.8,1993,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,40,5,-6.3,51,0.8,2000,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,42,6,-6.4,59,0.6,887,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,43,7,-6.5,68,0.6,571,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,67,8,-6.5,72,0.8,670,-10.7,0.0,0.0,0.2,Winter,No Holiday,Yes
2018-01-13,102,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes
2018-01-13,106,10,-5.5,72,0.7,1354,-9.7,0.29,0.0,0.6,Winter,No Holiday,Yes
2018-01-13,133,11,-4.8,70,1.0,1244,-9.4,0.21,0.0,0.6,Winter,No Holiday,Yes
2018-01-13,174,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,Winter,No Holiday,Yes
2018-01-13,212,13,-2.5,62,1.4,1087,-8.7,0.66,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,215,14,-1.8,62,0.7,936,-8.1,0.55,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,251,15,-1.5,62,0.9,957,-7.8,0.28,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,249,16,-1.2,63,0.9,876,-7.3,0.19,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,277,17,-1.4,68,1.0,761,-6.5,0.11,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,223,18,-2.6,73,1.0,684,-6.7,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,167,19,-3.3,76,0.8,633,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,158,20,-3.9,78,1.1,596,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,156,21,-4.1,79,0.7,522,-7.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,168,22,-4.3,81,0.4,435,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-13,131,23,-4.4,81,0.7,420,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,149,0,-4.4,81,0.7,414,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,150,1,-3.7,79,0.9,438,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,111,2,-3.5,78,1.0,444,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,79,3,-3.6,78,1.6,471,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,48,4,-4.0,79,1.2,453,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,29,5,-4.2,79,1.2,442,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,49,6,-4.3,79,1.1,433,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,59,7,-4.4,80,1.4,411,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,81,8,-3.8,79,0.8,412,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,118,9,-3.4,77,1.6,432,-6.8,0.12,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,134,10,-2.1,72,1.7,489,-6.4,0.34,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,174,11,-0.5,64,0.7,537,-6.4,0.49,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,226,12,1.2,58,0.8,550,-6.1,0.74,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,272,13,3.0,52,1.4,568,-5.9,0.9,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,304,14,3.7,53,0.6,592,-5.0,0.74,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,353,15,4.6,50,0.9,824,-4.9,0.62,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,366,16,5.3,49,1.8,982,-4.5,0.43,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,302,17,4.5,51,1.1,1244,-4.7,0.17,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,250,18,4.1,53,1.3,1132,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,208,19,3.9,54,1.1,1102,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,210,20,3.5,55,1.0,1100,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,213,21,3.1,58,0.4,936,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,196,22,2.8,60,0.6,829,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-14,144,23,2.7,60,0.6,794,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,171,0,3.0,60,0.5,842,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,122,1,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,74,2,3.6,65,0.9,959,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,58,3,4.4,70,1.7,928,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,38,4,4.9,73,1.8,881,0.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,55,5,5.0,76,1.9,808,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,82,6,4.9,83,3.0,582,2.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,209,7,4.4,87,1.0,357,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,444,8,4.1,85,1.1,470,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,303,9,3.9,86,1.7,399,1.7,0.11,0.2,0.0,Winter,No Holiday,Yes
2018-01-15,212,10,4.2,82,2.2,560,1.3,0.22,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,254,11,4.7,75,2.3,533,0.6,0.54,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,311,12,6.2,64,1.9,549,-0.1,0.79,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,309,13,6.1,61,2.3,534,-0.8,0.91,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,306,14,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,349,15,7.4,38,1.7,817,-6.0,0.63,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,365,16,7.5,37,0.9,813,-6.2,0.48,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,455,17,6.5,40,0.8,804,-6.1,0.23,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,555,18,5.2,44,1.3,647,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,444,19,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,321,20,3.7,58,1.3,474,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,334,21,3.4,59,0.8,471,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,333,22,3.0,61,1.6,460,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-15,230,23,2.4,63,0.6,443,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,212,0,1.8,67,1.2,387,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,207,1,1.2,64,0.7,455,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,141,2,0.5,72,0.7,385,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,81,3,0.3,70,0.6,438,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,51,4,0.8,65,0.7,502,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,58,5,1.1,64,0.5,505,-4.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,140,6,1.2,69,0.6,436,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,318,7,1.1,69,0.6,418,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,650,8,1.2,68,0.6,411,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,376,9,1.9,65,0.8,402,-3.9,0.06,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,221,10,2.7,60,0.5,392,-4.3,0.18,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,256,11,3.9,57,0.8,363,-3.8,0.28,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,276,12,5.2,52,1.2,349,-3.8,0.45,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,296,13,5.8,47,0.8,382,-4.6,0.53,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,276,14,6.5,43,0.8,468,-5.2,0.52,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,250,15,6.3,40,0.3,498,-6.3,0.19,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,277,16,5.8,50,0.9,547,-3.8,0.11,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,381,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,592,18,4.9,59,1.4,427,-2.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,409,19,4.6,57,1.0,432,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,332,20,4.5,58,0.8,383,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,342,21,4.3,56,0.7,434,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,321,22,4.0,57,0.3,430,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-16,242,23,3.9,60,0.9,379,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,204,0,3.5,62,0.4,382,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,183,1,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,140,2,3.1,65,0.8,310,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,75,3,3.0,67,0.8,297,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,55,4,3.0,68,0.5,322,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,72,5,2.9,66,0.8,325,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,115,6,2.7,71,1.1,270,-2.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,272,7,2.5,71,0.9,289,-2.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,537,8,2.6,70,0.6,296,-2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,337,9,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,212,10,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,270,11,6.0,51,1.0,436,-3.3,0.55,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,310,12,8.1,51,1.4,367,-1.4,0.75,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,273,13,8.0,54,1.8,435,-0.7,0.57,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,258,14,7.7,54,2.6,313,-1.0,0.58,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,278,15,8.5,49,1.3,400,-1.6,0.73,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,314,16,8.3,54,1.2,330,-0.4,0.44,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,380,17,7.2,57,3.3,342,-0.7,0.19,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,501,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,360,19,4.2,68,2.4,446,-1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,286,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,320,21,3.1,74,1.1,333,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,313,22,2.8,74,0.5,309,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-17,227,23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,215,0,2.7,73,1.0,290,-1.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,190,1,3.2,72,1.9,306,-1.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,137,2,3.3,73,1.2,288,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,95,3,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,50,4,3.3,80,2.1,232,0.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,68,5,2.6,82,2.0,229,-0.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,107,6,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,279,7,1.5,86,1.1,189,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,537,8,1.1,86,1.2,197,-0.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,305,9,1.2,84,2.1,210,-1.2,0.07,0.0,0.0,Winter,No Holiday,Yes
2018-01-18,188,10,1.4,81,2.1,255,-1.5,0.21,0.0,0.0,Winter,No Holiday,Yes
